T_C;seria_Hmax_nom_A_per_m;branch;i;H_A_per_m;B_T
0;10000;asc;146;2799.1;0.19693
0;10000;asc;147;2860.0;0.20074
0;10000;asc;148;2920.8;0.20446
0;10000;asc;149;2981.7;0.20695
0;10000;asc;150;3042.5;0.20894
0;10000;asc;151;3103.4;0.21204
0;10000;asc;152;3164.2;0.21606
0;10000;asc;153;3225.1;0.21977
0;10000;asc;154;3285.9;0.22334
0;10000;asc;155;3346.8;0.22552
0;10000;asc;156;3407.6;0.22805
0;10000;asc;157;3468.5;0.23157
0;10000;asc;158;3529.3;0.23466
0;10000;asc;159;3590.2;0.23781
0;10000;asc;160;3651.0;0.24100
0;10000;asc;161;3711.9;0.24365
0;10000;asc;162;3772.7;0.24594
0;10000;asc;163;3833.6;0.24888
0;10000;asc;164;3894.4;0.25213
0;10000;asc;165;3955.3;0.25481
0;10000;asc;166;4016.1;0.25737
0;10000;asc;167;4077.0;0.26003
0;10000;asc;168;4137.8;0.26284
0;10000;asc;169;4198.7;0.26646
0;10000;asc;170;4259.5;0.26945
0;10000;asc;171;4320.4;0.27161
0;10000;asc;172;4381.2;0.27356
0;10000;asc;173;4442.1;0.27644
0;10000;asc;174;4502.9;0.27907
0;10000;asc;175;4563.8;0.28099
0;10000;asc;176;4624.6;0.28338
0;10000;asc;177;4685.5;0.28570
0;10000;asc;178;4746.3;0.28856
0;10000;asc;179;4807.2;0.29087
0;10000;asc;180;4868.0;0.29364
0;10000;asc;181;4928.9;0.29622
0;10000;asc;182;4989.7;0.29870
0;10000;asc;183;5050.6;0.30155
0;10000;asc;184;5111.4;0.30391
0;10000;asc;185;5172.3;0.30539
0;10000;asc;186;5233.1;0.30724
0;10000;asc;187;5294.0;0.31062
0;10000;asc;188;5354.8;0.31331
0;10000;asc;189;5415.7;0.31541
0;10000;asc;190;5476.5;0.31755
0;10000;asc;191;5537.4;0.31991
0;10000;asc;192;5598.2;0.32271
0;10000;asc;193;5659.1;0.32526
0;10000;asc;194;5719.9;0.32778
0;10000;asc;195;5780.8;0.33069
0;10000;asc;196;5841.6;0.33330
0;10000;asc;197;5902.5;0.33533
0;10000;asc;198;5963.3;0.33709
0;10000;asc;199;6024.2;0.33904
0;10000;asc;200;6085.0;0.34105
-10;10000;desc;0;6073.4;0.41147
-10;10000;desc;1;6012.6;0.41035
-10;10000;desc;2;5951.9;0.40733
-10;10000;desc;3;5891.2;0.40420
-10;10000;desc;4;5830.4;0.40132
-10;10000;desc;5;5769.7;0.39889
-10;10000;desc;6;5709.0;0.39685
-10;10000;desc;7;5648.2;0.39481
-10;10000;desc;8;5587.5;0.39245
-10;10000;desc;9;5526.8;0.38975
-10;10000;desc;10;5466.0;0.38792
-10;10000;desc;11;5405.3;0.38538
-10;10000;desc;12;5344.6;0.38280
-10;10000;desc;13;5283.8;0.38039
-10;10000;desc;14;5223.1;0.37747
-10;10000;desc;15;5162.4;0.37441
-10;10000;desc;16;5101.6;0.37187
-10;10000;desc;17;5040.9;0.36980
-10;10000;desc;18;4980.2;0.36822
-10;10000;desc;19;4919.4;0.36592
-10;10000;desc;20;4858.7;0.36338
-10;10000;desc;21;4798.0;0.36131
-10;10000;desc;22;4737.2;0.35860
-10;10000;desc;23;4676.5;0.35592
-10;10000;desc;24;4615.8;0.35430
-10;10000;desc;25;4555.0;0.35271
-10;10000;desc;26;4494.3;0.34822
-10;10000;desc;27;4433.6;0.34444
-10;10000;desc;28;4372.8;0.34164
-10;10000;desc;29;4312.1;0.33961
-10;10000;desc;30;4251.4;0.33752
-10;10000;desc;31;4190.6;0.33404
-10;10000;desc;32;4129.9;0.33084
-10;10000;desc;33;4069.2;0.32824
-10;10000;desc;34;4008.4;0.32542
-10;10000;desc;35;3947.7;0.32280
-10;10000;desc;36;3887.0;0.32034
-10;10000;desc;37;3826.2;0.31758
-10;10000;desc;38;3765.5;0.31477
-10;10000;desc;39;3704.8;0.31160
-10;10000;desc;40;3644.0;0.30872
-10;10000;desc;41;3583.3;0.30490
-10;10000;desc;42;3522.6;0.30174
-10;10000;desc;43;3461.8;0.29879
-10;10000;desc;44;3401.1;0.29575
-10;10000;desc;45;3340.4;0.29336
-10;10000;desc;46;3279.6;0.29126
-10;10000;desc;47;3218.9;0.28869
-10;10000;desc;48;3158.2;0.28529
-10;10000;desc;49;3097.4;0.28201
-10;10000;desc;50;3036.7;0.27963
-10;10000;desc;51;2976.0;0.27605
-10;10000;desc;52;2915.2;0.27203
-10;10000;desc;53;2854.5;0.26877
-10;10000;desc;54;2793.8;0.26476
-10;10000;desc;55;2733.0;0.26268
-10;10000;desc;56;2672.3;0.26028
-10;10000;desc;57;2611.6;0.25833
-10;10000;desc;58;2550.8;0.25621
-10;10000;desc;59;2490.1;0.25203
-10;10000;desc;60;2429.4;0.24690
-10;10000;desc;61;2368.6;0.24347
-10;10000;desc;62;2307.9;0.23980
-10;10000;desc;63;2247.2;0.23578
-10;10000;desc;64;2186.4;0.23277
-10;10000;desc;65;2125.7;0.23012
-10;10000;desc;66;2065.0;0.22681
-10;10000;desc;67;2004.2;0.22368
-10;10000;desc;68;1943.5;0.21935
-10;10000;desc;69;1882.7;0.21629
-10;10000;desc;70;1822.0;0.21274
-10;10000;desc;71;1761.3;0.20892
-10;10000;desc;72;1700.5;0.20533
-10;10000;desc;73;1639.8;0.20154
-10;10000;desc;74;1579.1;0.19759
-10;10000;desc;75;1518.3;0.19427
-10;10000;desc;76;1457.6;0.19079
-10;10000;desc;77;1396.9;0.18612
-10;10000;desc;78;1336.1;0.18287
-10;10000;desc;79;1275.4;0.17871
-10;10000;desc;80;1214.7;0.17383
-10;10000;desc;81;1153.9;0.16992
-10;10000;desc;82;1093.2;0.16661
-10;10000;desc;83;1032.5;0.16303
-10;10000;desc;84;971.7;0.15863
-10;10000;desc;85;911.0;0.15389
-10;10000;desc;86;850.3;0.14989
-10;10000;desc;87;789.5;0.14607
-10;10000;desc;88;728.8;0.14118
-10;10000;desc;89;668.1;0.13628
-10;10000;desc;90;607.3;0.13201
-10;10000;desc;91;546.6;0.12823
-10;10000;desc;92;485.9;0.12353
-10;10000;desc;93;425.1;0.11827
-10;10000;desc;94;364.4;0.11336
-10;10000;desc;95;303.7;0.10851
-10;10000;desc;96;242.9;0.10427
-10;10000;desc;97;182.2;0.09876
-10;10000;desc;98;121.5;0.09387
-10;10000;desc;99;60.7;0.08891
-10;10000;desc;100;0.0;0.08505
-10;10000;desc;101;-60.7;0.07764
-10;10000;desc;102;-121.5;0.07261
-10;10000;desc;103;-182.2;0.06660
-10;10000;desc;104;-242.9;0.06113
-10;10000;desc;105;-303.7;0.05511
-10;10000;desc;106;-364.4;0.04752
-10;10000;desc;107;-425.1;0.04030
-10;10000;desc;108;-485.9;0.03305
-10;10000;desc;109;-546.6;0.02477
-10;10000;desc;110;-607.3;0.01582
-10;10000;desc;111;-668.1;0.00729
-10;10000;desc;112;-728.8;-0.00147
-10;10000;desc;113;-789.5;-0.01222
-10;10000;desc;114;-850.3;-0.02074
-10;10000;desc;115;-911.0;-0.03027
-10;10000;desc;116;-971.7;-0.04287
-10;10000;desc;117;-1032.5;-0.05136
-10;10000;desc;118;-1093.2;-0.05924
-10;10000;desc;119;-1153.9;-0.06903
-10;10000;desc;120;-1214.7;-0.07738
-10;10000;desc;121;-1275.4;-0.08333
-10;10000;desc;122;-1336.1;-0.09117
-10;10000;desc;123;-1396.9;-0.10152
-10;10000;desc;124;-1457.6;-0.10986
-10;10000;desc;125;-1518.3;-0.11636
-10;10000;desc;126;-1579.1;-0.12303
-10;10000;desc;127;-1639.8;-0.12875
-10;10000;desc;128;-1700.5;-0.13570
-10;10000;desc;129;-1761.3;-0.14247
-10;10000;desc;130;-1822.0;-0.14847
-10;10000;desc;131;-1882.7;-0.15401
-10;10000;desc;132;-1943.5;-0.15998
-10;10000;desc;133;-2004.2;-0.16653
-10;10000;desc;134;-2065.0;-0.17178
-10;10000;desc;135;-2125.7;-0.17641
-10;10000;desc;136;-2186.4;-0.18130
-10;10000;desc;137;-2247.2;-0.18703
-10;10000;desc;138;-2307.9;-0.19254
-10;10000;desc;139;-2368.6;-0.19753
-10;10000;desc;140;-2429.4;-0.20196
-10;10000;desc;141;-2490.1;-0.20687
-10;10000;desc;142;-2550.8;-0.21195
-10;10000;desc;143;-2611.6;-0.21640
-10;10000;desc;144;-2672.3;-0.21973
-10;10000;desc;145;-2733.0;-0.22317
-10;10000;desc;146;-2793.8;-0.22748
-10;10000;desc;147;-2854.5;-0.23262
-10;10000;desc;148;-2915.2;-0.23762
-10;10000;desc;149;-2976.0;-0.24241
-10;10000;desc;150;-3036.7;-0.24595
-10;10000;desc;151;-3097.4;-0.24934
-10;10000;desc;152;-3158.2;-0.25360
-10;10000;desc;153;-3218.9;-0.25798
-10;10000;desc;154;-3279.6;-0.26223
-10;10000;desc;155;-3340.4;-0.26597
-10;10000;desc;156;-3401.1;-0.26924
-10;10000;desc;157;-3461.8;-0.27266
-10;10000;desc;158;-3522.6;-0.27677
-10;10000;desc;159;-3583.3;-0.28108
-10;10000;desc;160;-3644.0;-0.28483
-10;10000;desc;161;-3704.8;-0.28855
-10;10000;desc;162;-3765.5;-0.29258
-10;10000;desc;163;-3826.2;-0.29611
-10;10000;desc;164;-3887.0;-0.29905
-10;10000;desc;165;-3947.7;-0.30226
-10;10000;desc;166;-4008.4;-0.30535
-10;10000;desc;167;-4069.2;-0.30913
-10;10000;desc;168;-4129.9;-0.31255
-10;10000;desc;169;-4190.6;-0.31626
-10;10000;desc;170;-4251.4;-0.31901
-10;10000;desc;171;-4312.1;-0.32272
-10;10000;desc;172;-4372.8;-0.32599
-10;10000;desc;173;-4433.6;-0.32865
-10;10000;desc;174;-4494.3;-0.33111
-10;10000;desc;175;-4555.0;-0.33377
-10;10000;desc;176;-4615.8;-0.33715
-10;10000;desc;177;-4676.5;-0.34115
-10;10000;desc;178;-4737.2;-0.34461
-10;10000;desc;179;-4798.0;-0.34759
-10;10000;desc;180;-4858.7;-0.35063
-10;10000;desc;181;-4919.4;-0.35364
-10;10000;desc;182;-4980.2;-0.35677
-10;10000;desc;183;-5040.9;-0.35932
-10;10000;desc;184;-5101.6;-0.36215
-10;10000;desc;185;-5162.4;-0.36534
-10;10000;desc;186;-5223.1;-0.36858
-10;10000;desc;187;-5283.8;-0.37119
-10;10000;desc;188;-5344.6;-0.37404
-10;10000;desc;189;-5405.3;-0.37764
-10;10000;desc;190;-5466.0;-0.38086
-10;10000;desc;191;-5526.8;-0.38384
-10;10000;desc;192;-5587.5;-0.38705
-10;10000;desc;193;-5648.2;-0.38933
-10;10000;desc;194;-5709.0;-0.39251
-10;10000;desc;195;-5769.7;-0.39532
-10;10000;desc;196;-5830.4;-0.39794
-10;10000;desc;197;-5891.2;-0.40063
-10;10000;desc;198;-5951.9;-0.40312
-10;10000;desc;199;-6012.6;-0.40540
-10;10000;desc;200;-6073.4;-0.40773
-10;10000;asc;0;-6073.4;-0.40773
-10;10000;asc;1;-6012.6;-0.40622
-10;10000;asc;2;-5951.9;-0.40418
-10;10000;asc;3;-5891.2;-0.40169
-10;10000;asc;4;-5830.4;-0.39927
-10;10000;asc;5;-5769.7;-0.39739
-10;10000;asc;6;-5709.0;-0.39504
-10;10000;asc;7;-5648.2;-0.39263
-10;10000;asc;8;-5587.5;-0.39094
-10;10000;asc;9;-5526.8;-0.38936
-10;10000;asc;10;-5466.0;-0.38670
-10;10000;asc;11;-5405.3;-0.38446
-10;10000;asc;12;-5344.6;-0.38239
-10;10000;asc;13;-5283.8;-0.37955
-10;10000;asc;14;-5223.1;-0.37633
-10;10000;asc;15;-5162.4;-0.37365
-10;10000;asc;16;-5101.6;-0.37152
-10;10000;asc;17;-5040.9;-0.36920
-10;10000;asc;18;-4980.2;-0.36635
-10;10000;asc;19;-4919.4;-0.36403
-10;10000;asc;20;-4858.7;-0.36155
-10;10000;asc;21;-4798.0;-0.35880
-10;10000;asc;22;-4737.2;-0.35615
-10;10000;asc;23;-4676.5;-0.35294
-10;10000;asc;24;-4615.8;-0.34980
-10;10000;asc;25;-4555.0;-0.34763
-10;10000;asc;26;-4494.3;-0.34543
-10;10000;asc;27;-4433.6;-0.34212
-10;10000;asc;28;-4372.8;-0.33880
-10;10000;asc;29;-4312.1;-0.33643
-10;10000;asc;30;-4251.4;-0.33404
-10;10000;asc;31;-4190.6;-0.33104
-10;10000;asc;32;-4129.9;-0.32757
-10;10000;asc;33;-4069.2;-0.32502
-10;10000;asc;34;-4008.4;-0.32207
-10;10000;asc;35;-3947.7;-0.31935
-10;10000;asc;36;-3887.0;-0.31723
-10;10000;asc;37;-3826.2;-0.31541
-10;10000;asc;38;-3765.5;-0.31308
-10;10000;asc;39;-3704.8;-0.30894
-10;10000;asc;40;-3644.0;-0.30536
-10;10000;asc;41;-3583.3;-0.30202
-10;10000;asc;42;-3522.6;-0.30012
-10;10000;asc;43;-3461.8;-0.29755
-10;10000;asc;44;-3401.1;-0.29435
-10;10000;asc;45;-3340.4;-0.29096
-10;10000;asc;46;-3279.6;-0.28776
-10;10000;asc;47;-3218.9;-0.28485
-10;10000;asc;48;-3158.2;-0.28188
-10;10000;asc;49;-3097.4;-0.27878
-10;10000;asc;50;-3036.7;-0.27607
-10;10000;asc;51;-2976.0;-0.27370
-10;10000;asc;52;-2915.2;-0.26976
-10;10000;asc;53;-2854.5;-0.26666
-10;10000;asc;54;-2793.8;-0.26367
-10;10000;asc;55;-2733.0;-0.26021
-10;10000;asc;56;-2672.3;-0.25712
-10;10000;asc;57;-2611.6;-0.25344
-10;10000;asc;58;-2550.8;-0.25029
-10;10000;asc;59;-2490.1;-0.24740
-10;10000;asc;60;-2429.4;-0.24391
-10;10000;asc;61;-2368.6;-0.24045
-10;10000;asc;62;-2307.9;-0.23787
-10;10000;asc;63;-2247.2;-0.23501
-10;10000;asc;64;-2186.4;-0.23005
-10;10000;asc;65;-2125.7;-0.22612
-10;10000;asc;66;-2065.0;-0.22213
-10;10000;asc;67;-2004.2;-0.21837
-10;10000;asc;68;-1943.5;-0.21524
-10;10000;asc;69;-1882.7;-0.21147
-10;10000;asc;70;-1822.0;-0.20758
-10;10000;asc;71;-1761.3;-0.20509
-10;10000;asc;72;-1700.5;-0.20059
-10;10000;asc;73;-1639.8;-0.19701
-10;10000;asc;74;-1579.1;-0.19382
-10;10000;asc;75;-1518.3;-0.19005
-10;10000;asc;76;-1457.6;-0.18727
-10;10000;asc;77;-1396.9;-0.18256
-10;10000;asc;78;-1336.1;-0.17628
-10;10000;asc;79;-1275.4;-0.17207
-10;10000;asc;80;-1214.7;-0.16912
-10;10000;asc;81;-1153.9;-0.16590
-10;10000;asc;82;-1093.2;-0.16093
-10;10000;asc;83;-1032.5;-0.15659
-10;10000;asc;84;-971.7;-0.15262
-10;10000;asc;85;-911.0;-0.14917
-10;10000;asc;86;-850.3;-0.14555
-10;10000;asc;87;-789.5;-0.14076
-10;10000;asc;88;-728.8;-0.13618
-10;10000;asc;89;-668.1;-0.13177
-10;10000;asc;90;-607.3;-0.12661
-10;10000;asc;91;-546.6;-0.12167
-10;10000;asc;92;-485.9;-0.11708
-10;10000;asc;93;-425.1;-0.11263
-10;10000;asc;94;-364.4;-0.10715
-10;10000;asc;95;-303.7;-0.10080
-10;10000;asc;96;-242.9;-0.09662
-10;10000;asc;97;-182.2;-0.09155
-10;10000;asc;98;-121.5;-0.08610
-10;10000;asc;99;-60.7;-0.08035
-10;10000;asc;100;0.0;-0.07427
-10;10000;asc;101;60.7;-0.06896
-10;10000;asc;102;121.5;-0.06348
-10;10000;asc;103;182.2;-0.05683
-10;10000;asc;104;242.9;-0.05107
-10;10000;asc;105;303.7;-0.04475
-10;10000;asc;106;364.4;-0.03767
-10;10000;asc;107;425.1;-0.02943
-10;10000;asc;108;485.9;-0.01997
-10;10000;asc;109;546.6;-0.01243
-10;10000;asc;110;607.3;-0.00250
-10;10000;asc;111;668.1;0.00721
-10;10000;asc;112;728.8;0.01720
-10;10000;asc;113;789.5;0.02684
-10;10000;asc;114;850.3;0.03617
-10;10000;asc;115;911.0;0.04446
-10;10000;asc;116;971.7;0.05459
-10;10000;asc;117;1032.5;0.06378
-10;10000;asc;118;1093.2;0.07273
-10;10000;asc;119;1153.9;0.08133
-10;10000;asc;120;1214.7;0.09075
-10;10000;asc;121;1275.4;0.09894
-10;10000;asc;122;1336.1;0.10698
-10;10000;asc;123;1396.9;0.11370
-10;10000;asc;124;1457.6;0.12041
-10;10000;asc;125;1518.3;0.12701
-10;10000;asc;126;1579.1;0.13271
-10;10000;asc;127;1639.8;0.13878
-10;10000;asc;128;1700.5;0.14577
-10;10000;asc;129;1761.3;0.15225
-10;10000;asc;130;1822.0;0.15851
-10;10000;asc;131;1882.7;0.16307
-10;10000;asc;132;1943.5;0.16917
-10;10000;asc;133;2004.2;0.17421
-10;10000;asc;134;2065.0;0.17974
-10;10000;asc;135;2125.7;0.18546
-10;10000;asc;136;2186.4;0.19155
-10;10000;asc;137;2247.2;0.19533
-10;10000;asc;138;2307.9;0.19828
-10;10000;asc;139;2368.6;0.20307
-10;10000;asc;140;2429.4;0.20731
-10;10000;asc;141;2490.1;0.21300
-10;10000;asc;142;2550.8;0.21907
-10;10000;asc;143;2611.6;0.22258
-10;10000;asc;144;2672.3;0.22750
-10;10000;asc;145;2733.0;0.23156
-10;10000;asc;146;2793.8;0.23642
-10;10000;asc;147;2854.5;0.24035
-10;10000;asc;148;2915.2;0.24327
-10;10000;asc;149;2976.0;0.24700
-10;10000;asc;150;3036.7;0.25127
-10;10000;asc;151;3097.4;0.25547
-10;10000;asc;152;3158.2;0.25951
-10;10000;asc;153;3218.9;0.26393
-10;10000;asc;154;3279.6;0.26775
-10;10000;asc;155;3340.4;0.27070
-10;10000;asc;156;3401.1;0.27360
-10;10000;asc;157;3461.8;0.27703
-10;10000;asc;158;3522.6;0.28160
-10;10000;asc;159;3583.3;0.28631
-10;10000;asc;160;3644.0;0.28970
-10;10000;asc;161;3704.8;0.29282
-10;10000;asc;162;3765.5;0.29576
-10;10000;asc;163;3826.2;0.29897
-10;10000;asc;164;3887.0;0.30285
-10;10000;asc;165;3947.7;0.30598
-10;10000;asc;166;4008.4;0.30932
-10;10000;asc;167;4069.2;0.31269
-10;10000;asc;168;4129.9;0.31549
-10;10000;asc;169;4190.6;0.31883
-10;10000;asc;170;4251.4;0.32193
-10;10000;asc;171;4312.1;0.32504
-10;10000;asc;172;4372.8;0.32763
-10;10000;asc;173;4433.6;0.33043
-10;10000;asc;174;4494.3;0.33461
-10;10000;asc;175;4555.0;0.33909
-10;10000;asc;176;4615.8;0.34238
-10;10000;asc;177;4676.5;0.34400
-10;10000;asc;178;4737.2;0.34547
-10;10000;asc;179;4798.0;0.34924
-10;10000;asc;180;4858.7;0.35351
-10;10000;asc;181;4919.4;0.35678
-10;10000;asc;182;4980.2;0.35912
-10;10000;asc;183;5040.9;0.36162
-10;10000;asc;184;5101.6;0.36450
-10;10000;asc;185;5162.4;0.36735
-10;10000;asc;186;5223.1;0.37027
-10;10000;asc;187;5283.8;0.37334
-10;10000;asc;188;5344.6;0.37579
-10;10000;asc;189;5405.3;0.37769
-10;10000;asc;190;5466.0;0.38057
-10;10000;asc;191;5526.8;0.38346
-10;10000;asc;192;5587.5;0.38683
-10;10000;asc;193;5648.2;0.39015
-10;10000;asc;194;5709.0;0.39385
-10;10000;asc;195;5769.7;0.39708
-10;10000;asc;196;5830.4;0.39998
-10;10000;asc;197;5891.2;0.40302
-10;10000;asc;198;5951.9;0.40595
-10;10000;asc;199;6012.6;0.40905
-10;10000;asc;200;6073.4;0.41147
-20;10000;desc;0;6074.7;0.51584
-20;10000;desc;1;6014.0;0.51445
-20;10000;desc;2;5953.2;0.51147
-20;10000;desc;3;5892.5;0.50858
-20;10000;desc;4;5831.7;0.50587
-20;10000;desc;5;5771.0;0.50344
-20;10000;desc;6;5710.3;0.50069
-20;10000;desc;7;5649.5;0.49770
-20;10000;desc;8;5588.8;0.49558
-20;10000;desc;9;5528.0;0.49313
-20;10000;desc;10;5467.3;0.48945
-20;10000;desc;11;5406.5;0.48622
-20;10000;desc;12;5345.8;0.48252
-20;10000;desc;13;5285.0;0.47899
-20;10000;desc;14;5224.3;0.47625
-20;10000;desc;15;5163.5;0.47373
-20;10000;desc;16;5102.8;0.47071
-20;10000;desc;17;5042.0;0.46730
-20;10000;desc;18;4981.3;0.46460
-20;10000;desc;19;4920.5;0.46148
-20;10000;desc;20;4859.8;0.45868
-20;10000;desc;21;4799.0;0.45532
-20;10000;desc;22;4738.3;0.45188
-20;10000;desc;23;4677.5;0.44841
-20;10000;desc;24;4616.8;0.44482
-20;10000;desc;25;4556.1;0.44148
-20;10000;desc;26;4495.3;0.43851
-20;10000;desc;27;4434.6;0.43509
-20;10000;desc;28;4373.8;0.43127
-20;10000;desc;29;4313.1;0.42796
-20;10000;desc;30;4252.3;0.42451
-20;10000;desc;31;4191.6;0.42135
-20;10000;desc;32;4130.8;0.41741
-20;10000;desc;33;4070.1;0.41390
-20;10000;desc;34;4009.3;0.41097
-20;10000;desc;35;3948.6;0.40763
-20;10000;desc;36;3887.8;0.40381
-20;10000;desc;37;3827.1;0.40095
-20;10000;desc;38;3766.3;0.39765
-20;10000;desc;39;3705.6;0.39422
-20;10000;desc;40;3644.8;0.38945
-20;10000;desc;41;3584.1;0.38532
-20;10000;desc;42;3523.3;0.38152
-20;10000;desc;43;3462.6;0.37978
-20;10000;desc;44;3401.9;0.37820
-20;10000;desc;45;3341.1;0.37334
-20;10000;desc;46;3280.4;0.36719
-20;10000;desc;47;3219.6;0.36346
-20;10000;desc;48;3158.9;0.35982
-20;10000;desc;49;3098.1;0.35649
-20;10000;desc;50;3037.4;0.35388
-20;10000;desc;51;2976.6;0.35038
-20;10000;desc;52;2915.9;0.34614
-20;10000;desc;53;2855.1;0.34262
-20;10000;desc;54;2794.4;0.33840
-20;10000;desc;55;2733.6;0.33379
-20;10000;desc;56;2672.9;0.32917
-20;10000;desc;57;2612.1;0.32491
-20;10000;desc;58;2551.4;0.32092
-20;10000;desc;59;2490.6;0.31699
-20;10000;desc;60;2429.9;0.31294
-20;10000;desc;61;2369.1;0.30857
-20;10000;desc;62;2308.4;0.30403
-20;10000;desc;63;2247.7;0.29987
-20;10000;desc;64;2186.9;0.29532
-20;10000;desc;65;2126.2;0.29092
-20;10000;desc;66;2065.4;0.28693
-20;10000;desc;67;2004.7;0.28207
-20;10000;desc;68;1943.9;0.27791
-20;10000;desc;69;1883.2;0.27408
-20;10000;desc;70;1822.4;0.26941
-20;10000;desc;71;1761.7;0.26541
-20;10000;desc;72;1700.9;0.26099
-20;10000;desc;73;1640.2;0.25631
-20;10000;desc;74;1579.4;0.25221
-20;10000;desc;75;1518.7;0.24739
-20;10000;desc;76;1457.9;0.24188
-20;10000;desc;77;1397.2;0.23711
-20;10000;desc;78;1336.4;0.23266
-20;10000;desc;79;1275.7;0.22781
-20;10000;desc;80;1214.9;0.22272
-20;10000;desc;81;1154.2;0.21803
-20;10000;desc;82;1093.5;0.21330
-20;10000;desc;83;1032.7;0.20803
-20;10000;desc;84;972.0;0.20282
-20;10000;desc;85;911.2;0.19742
-20;10000;desc;86;850.5;0.19238
-20;10000;desc;87;789.7;0.18683
-20;10000;desc;88;729.0;0.18136
-20;10000;desc;89;668.2;0.17628
-20;10000;desc;90;607.5;0.17024
-20;10000;desc;91;546.7;0.16493
-20;10000;desc;92;486.0;0.15881
-20;10000;desc;93;425.2;0.15308
-20;10000;desc;94;364.5;0.14698
-20;10000;desc;95;303.7;0.14076
-20;10000;desc;96;243.0;0.13527
-20;10000;desc;97;182.2;0.12908
-20;10000;desc;98;121.5;0.12260
-20;10000;desc;99;60.7;0.11805
-20;10000;desc;100;0.0;0.11205
-20;10000;desc;101;-60.7;0.10090
-20;10000;desc;102;-121.5;0.09454
-20;10000;desc;103;-182.2;0.08791
-20;10000;desc;104;-243.0;0.07870
-20;10000;desc;105;-303.7;0.06952
-20;10000;desc;106;-364.5;0.06070
-20;10000;desc;107;-425.2;0.05222
-20;10000;desc;108;-486.0;0.04229
-20;10000;desc;109;-546.7;0.03160
-20;10000;desc;110;-607.5;0.02091
-20;10000;desc;111;-668.2;0.00989
-20;10000;desc;112;-729.0;-0.00209
-20;10000;desc;113;-789.7;-0.01646
-20;10000;desc;114;-850.5;-0.02844
-20;10000;desc;115;-911.2;-0.04192
-20;10000;desc;116;-972.0;-0.05460
-20;10000;desc;117;-1032.7;-0.06586
-20;10000;desc;118;-1093.5;-0.07783
-20;10000;desc;119;-1154.2;-0.08929
-20;10000;desc;120;-1214.9;-0.09997
-20;10000;desc;121;-1275.7;-0.11154
-20;10000;desc;122;-1336.4;-0.12178
-20;10000;desc;123;-1397.2;-0.13120
-20;10000;desc;124;-1457.9;-0.13946
-20;10000;desc;125;-1518.7;-0.15035
-20;10000;desc;126;-1579.4;-0.15819
-20;10000;desc;127;-1640.2;-0.16606
-20;10000;desc;128;-1700.9;-0.17376
-20;10000;desc;129;-1761.7;-0.18249
-20;10000;desc;130;-1822.4;-0.18954
-20;10000;desc;131;-1883.2;-0.19711
-20;10000;desc;132;-1943.9;-0.20482
-20;10000;desc;133;-2004.7;-0.21099
-20;10000;desc;134;-2065.4;-0.21745
-20;10000;desc;135;-2126.2;-0.22475
-20;10000;desc;136;-2186.9;-0.23204
-20;10000;desc;137;-2247.7;-0.23826
-20;10000;desc;138;-2308.4;-0.24374
-20;10000;desc;139;-2369.1;-0.24931
-20;10000;desc;140;-2429.9;-0.25610
-20;10000;desc;141;-2490.6;-0.26289
-20;10000;desc;142;-2551.4;-0.26885
-20;10000;desc;143;-2612.1;-0.27431
-20;10000;desc;144;-2672.9;-0.27946
-20;10000;desc;145;-2733.6;-0.28460
-20;10000;desc;146;-2794.4;-0.29045
-20;10000;desc;147;-2855.1;-0.29593
-20;10000;desc;148;-2915.9;-0.30054
-20;10000;desc;149;-2976.6;-0.30552
-20;10000;desc;150;-3037.4;-0.31079
-20;10000;desc;151;-3098.1;-0.31580
-20;10000;desc;152;-3158.9;-0.32057
-20;10000;desc;153;-3219.6;-0.32590
-20;10000;desc;154;-3280.4;-0.33162
-20;10000;desc;155;-3341.1;-0.33649
-20;10000;desc;156;-3401.9;-0.34099
-20;10000;desc;157;-3462.6;-0.34548
-20;10000;desc;158;-3523.3;-0.34985
-20;10000;desc;159;-3584.1;-0.35465
-20;10000;desc;160;-3644.8;-0.35904
-20;10000;desc;161;-3705.6;-0.36302
-20;10000;desc;162;-3766.3;-0.36840
-20;10000;desc;163;-3827.1;-0.37245
-20;10000;desc;164;-3887.8;-0.37637
-20;10000;desc;165;-3948.6;-0.38102
-20;10000;desc;166;-4009.3;-0.38411
-20;10000;desc;167;-4070.1;-0.38831
-20;10000;desc;168;-4130.8;-0.39305
-20;10000;desc;169;-4191.6;-0.39817
-20;10000;desc;170;-4252.3;-0.40222
-20;10000;desc;171;-4313.1;-0.40611
-20;10000;desc;172;-4373.8;-0.41072
-20;10000;desc;173;-4434.6;-0.41441
-20;10000;desc;174;-4495.3;-0.41725
-20;10000;desc;175;-4556.1;-0.42141
-20;10000;desc;176;-4616.8;-0.42579
-20;10000;desc;177;-4677.5;-0.42990
-20;10000;desc;178;-4738.3;-0.43407
-20;10000;desc;179;-4799.0;-0.43767
-20;10000;desc;180;-4859.8;-0.44108
-20;10000;desc;181;-4920.5;-0.44554
-20;10000;desc;182;-4981.3;-0.44931
-20;10000;desc;183;-5042.0;-0.45279
-20;10000;desc;184;-5102.8;-0.45624
-20;10000;desc;185;-5163.5;-0.45980
-20;10000;desc;186;-5224.3;-0.46377
-20;10000;desc;187;-5285.0;-0.46812
