T_C;seria_Hmax_nom_A_per_m;branch;i;H_A_per_m;B_T
17.5;10000;asc;30;-4254.9;-0.13548
17.5;10000;asc;31;-4194.1;-0.13471
17.5;10000;asc;32;-4133.3;-0.13419
17.5;10000;asc;33;-4072.5;-0.13305
17.5;10000;asc;34;-4011.7;-0.13053
17.5;10000;asc;35;-3951.0;-0.12903
17.5;10000;asc;36;-3890.2;-0.12784
17.5;10000;asc;37;-3829.4;-0.12679
17.5;10000;asc;38;-3768.6;-0.12568
17.5;10000;asc;39;-3707.8;-0.12496
17.5;10000;asc;40;-3647.0;-0.12388
17.5;10000;asc;41;-3586.3;-0.12189
17.5;10000;asc;42;-3525.5;-0.12065
17.5;10000;asc;43;-3464.7;-0.11981
17.5;10000;asc;44;-3403.9;-0.11825
17.5;10000;asc;45;-3343.1;-0.11612
17.5;10000;asc;46;-3282.3;-0.11487
17.5;10000;asc;47;-3221.5;-0.11400
17.5;10000;asc;48;-3160.8;-0.11268
17.5;10000;asc;49;-3100.0;-0.11132
17.5;10000;asc;50;-3039.2;-0.11010
17.5;10000;asc;51;-2978.4;-0.10838
17.5;10000;asc;52;-2917.6;-0.10655
17.5;10000;asc;53;-2856.8;-0.10549
17.5;10000;asc;54;-2796.1;-0.10491
17.5;10000;asc;55;-2735.3;-0.10433
17.5;10000;asc;56;-2674.5;-0.10342
17.5;10000;asc;57;-2613.7;-0.10215
17.5;10000;asc;58;-2552.9;-0.09976
17.5;10000;asc;59;-2492.1;-0.09761
17.5;10000;asc;60;-2431.4;-0.09646
17.5;10000;asc;61;-2370.6;-0.09547
17.5;10000;asc;62;-2309.8;-0.09412
17.5;10000;asc;63;-2249.0;-0.09261
17.5;10000;asc;64;-2188.2;-0.09101
17.5;10000;asc;65;-2127.4;-0.08923
17.5;10000;asc;66;-2066.7;-0.08759
17.5;10000;asc;67;-2005.9;-0.08563
17.5;10000;asc;68;-1945.1;-0.08435
17.5;10000;asc;69;-1884.3;-0.08343
17.5;10000;asc;70;-1823.5;-0.08161
17.5;10000;asc;71;-1762.7;-0.07949
17.5;10000;asc;72;-1702.0;-0.07785
17.5;10000;asc;73;-1641.2;-0.07591
17.5;10000;asc;74;-1580.4;-0.07424
17.5;10000;asc;75;-1519.6;-0.07277
17.5;10000;asc;76;-1458.8;-0.07117
17.5;10000;asc;77;-1398.0;-0.06957
17.5;10000;asc;78;-1337.2;-0.06766
17.5;10000;asc;79;-1276.5;-0.06582
17.5;10000;asc;80;-1215.7;-0.06415
17.5;10000;asc;81;-1154.9;-0.06208
17.5;10000;asc;82;-1094.1;-0.05986
17.5;10000;asc;83;-1033.3;-0.05805
17.5;10000;asc;84;-972.5;-0.05613
17.5;10000;asc;85;-911.8;-0.05428
17.5;10000;asc;86;-851.0;-0.05198
17.5;10000;asc;87;-790.2;-0.04994
17.5;10000;asc;88;-729.4;-0.04840
17.5;10000;asc;89;-668.6;-0.04648
17.5;10000;asc;90;-607.8;-0.04328
17.5;10000;asc;91;-547.1;-0.03992
17.5;10000;asc;92;-486.3;-0.03912
17.5;10000;asc;93;-425.5;-0.03818
17.5;10000;asc;94;-364.7;-0.03602
17.5;10000;asc;95;-303.9;-0.03431
17.5;10000;asc;96;-243.1;-0.03053
17.5;10000;asc;97;-182.4;-0.02724
17.5;10000;asc;98;-121.6;-0.02518
17.5;10000;asc;99;-60.8;-0.02108
17.5;10000;asc;100;0.0;-0.01838
17.5;10000;asc;101;60.8;-0.01675
17.5;10000;asc;102;121.6;-0.01423
17.5;10000;asc;103;182.4;-0.01046
17.5;10000;asc;104;243.1;-0.00717
17.5;10000;asc;105;303.9;-0.00359
17.5;10000;asc;106;364.7;0.00095
17.5;10000;asc;107;425.5;0.00471
17.5;10000;asc;108;486.3;0.00934
17.5;10000;asc;109;547.1;0.01298
17.5;10000;asc;110;607.8;0.01674
17.5;10000;asc;111;668.6;0.02128
17.5;10000;asc;112;729.4;0.02479
17.5;10000;asc;113;790.2;0.02623
17.5;10000;asc;114;851.0;0.02917
17.5;10000;asc;115;911.8;0.03386
17.5;10000;asc;116;972.5;0.03671
17.5;10000;asc;117;1033.3;0.03951
17.5;10000;asc;118;1094.1;0.04229
17.5;10000;asc;119;1154.9;0.04556
17.5;10000;asc;120;1215.7;0.04836
17.5;10000;asc;121;1276.5;0.05065
17.5;10000;asc;122;1337.2;0.05276
17.5;10000;asc;123;1398.0;0.05477
17.5;10000;asc;124;1458.8;0.05767
17.5;10000;asc;125;1519.6;0.05946
17.5;10000;asc;126;1580.4;0.06037
17.5;10000;asc;127;1641.2;0.06183
17.5;10000;asc;128;1702.0;0.06733
17.5;10000;asc;129;1762.7;0.06831
17.5;10000;asc;130;1823.5;0.06990
17.5;10000;asc;131;1884.3;0.07280
17.5;10000;asc;132;1945.1;0.07437
17.5;10000;asc;133;2005.9;0.07594
17.5;10000;asc;134;2066.7;0.07858
17.5;10000;asc;135;2127.4;0.08054
17.5;10000;asc;136;2188.2;0.08205
17.5;10000;asc;137;2249.0;0.08371
17.5;10000;asc;138;2309.8;0.08563
17.5;10000;asc;139;2370.6;0.08726
17.5;10000;asc;140;2431.4;0.08949
17.5;10000;asc;141;2492.1;0.09115
17.5;10000;asc;142;2552.9;0.09209
17.5;10000;asc;143;2613.7;0.09245
17.5;10000;asc;144;2674.5;0.09316
17.5;10000;asc;145;2735.3;0.09492
17.5;10000;asc;146;2796.1;0.09691
17.5;10000;asc;147;2856.8;0.09859
17.5;10000;asc;148;2917.6;0.10090
17.5;10000;asc;149;2978.4;0.10239
17.5;10000;asc;150;3039.2;0.10405
17.5;10000;asc;151;3100.0;0.10578
17.5;10000;asc;152;3160.8;0.10780
17.5;10000;asc;153;3221.5;0.10924
17.5;10000;asc;154;3282.3;0.10995
17.5;10000;asc;155;3343.1;0.11104
17.5;10000;asc;156;3403.9;0.11335
17.5;10000;asc;157;3464.7;0.11496
17.5;10000;asc;158;3525.5;0.11619
17.5;10000;asc;159;3586.3;0.11738
17.5;10000;asc;160;3647.0;0.11859
17.5;10000;asc;161;3707.8;0.12002
17.5;10000;asc;162;3768.6;0.12183
17.5;10000;asc;163;3829.4;0.12353
17.5;10000;asc;164;3890.2;0.12434
17.5;10000;asc;165;3951.0;0.12512
17.5;10000;asc;166;4011.7;0.12632
17.5;10000;asc;167;4072.5;0.12718
17.5;10000;asc;168;4133.3;0.12774
17.5;10000;asc;169;4194.1;0.12900
17.5;10000;asc;170;4254.9;0.13100
17.5;10000;asc;171;4315.7;0.13299
17.5;10000;asc;172;4376.4;0.13472
17.5;10000;asc;173;4437.2;0.13614
17.5;10000;asc;174;4498.0;0.13648
17.5;10000;asc;175;4558.8;0.13682
17.5;10000;asc;176;4619.6;0.13820
17.5;10000;asc;177;4680.4;0.14001
17.5;10000;asc;178;4741.1;0.14082
17.5;10000;asc;179;4801.9;0.14103
17.5;10000;asc;180;4862.7;0.14134
17.5;10000;asc;181;4923.5;0.14308
17.5;10000;asc;182;4984.3;0.14476
17.5;10000;asc;183;5045.1;0.14502
17.5;10000;asc;184;5105.9;0.14610
17.5;10000;asc;185;5166.6;0.14722
17.5;10000;asc;186;5227.4;0.14909
17.5;10000;asc;187;5288.2;0.15067
17.5;10000;asc;188;5349.0;0.15110
17.5;10000;asc;189;5409.8;0.15134
17.5;10000;asc;190;5470.6;0.15223
17.5;10000;asc;191;5531.3;0.15367
17.5;10000;asc;192;5592.1;0.15499
17.5;10000;asc;193;5652.9;0.15661
17.5;10000;asc;194;5713.7;0.15899
17.5;10000;asc;195;5774.5;0.16095
17.5;10000;asc;196;5835.3;0.16227
17.5;10000;asc;197;5896.0;0.16307
17.5;10000;asc;198;5956.8;0.16425
17.5;10000;asc;199;6017.6;0.16531
17.5;10000;asc;200;6078.4;0.16639
15;10000;desc;0;6057.2;0.21919
15;10000;desc;1;5996.6;0.21798
15;10000;desc;2;5936.1;0.21665
15;10000;desc;3;5875.5;0.21555
15;10000;desc;4;5814.9;0.21340
15;10000;desc;5;5754.4;0.21201
15;10000;desc;6;5693.8;0.21094
15;10000;desc;7;5633.2;0.21010
15;10000;desc;8;5572.6;0.20977
15;10000;desc;9;5512.1;0.20841
15;10000;desc;10;5451.5;0.20652
15;10000;desc;11;5390.9;0.20535
15;10000;desc;12;5330.3;0.20434
15;10000;desc;13;5269.8;0.20265
15;10000;desc;14;5209.2;0.20070
15;10000;desc;15;5148.6;0.19944
15;10000;desc;16;5088.1;0.19839
15;10000;desc;17;5027.5;0.19771
15;10000;desc;18;4966.9;0.19656
15;10000;desc;19;4906.3;0.19488
15;10000;desc;20;4845.8;0.19327
15;10000;desc;21;4785.2;0.19180
15;10000;desc;22;4724.6;0.19025
15;10000;desc;23;4664.1;0.18900
15;10000;desc;24;4603.5;0.18793
15;10000;desc;25;4542.9;0.18652
15;10000;desc;26;4482.3;0.18514
15;10000;desc;27;4421.8;0.18358
15;10000;desc;28;4361.2;0.18101
15;10000;desc;29;4300.6;0.17916
15;10000;desc;30;4240.0;0.17821
15;10000;desc;31;4179.5;0.17733
15;10000;desc;32;4118.9;0.17608
15;10000;desc;33;4058.3;0.17447
15;10000;desc;34;3997.8;0.17307
15;10000;desc;35;3937.2;0.17169
15;10000;desc;36;3876.6;0.17027
15;10000;desc;37;3816.0;0.16890
15;10000;desc;38;3755.5;0.16745
15;10000;desc;39;3694.9;0.16629
15;10000;desc;40;3634.3;0.16377
15;10000;desc;41;3573.8;0.16205
15;10000;desc;42;3513.2;0.16201
15;10000;desc;43;3452.6;0.16224
15;10000;desc;44;3392.0;0.16117
15;10000;desc;45;3331.5;0.15663
15;10000;desc;46;3270.9;0.15430
15;10000;desc;47;3210.3;0.15207
15;10000;desc;48;3149.8;0.15080
15;10000;desc;49;3089.2;0.14949
15;10000;desc;50;3028.6;0.14814
15;10000;desc;51;2968.0;0.14611
15;10000;desc;52;2907.5;0.14422
15;10000;desc;53;2846.9;0.14229
15;10000;desc;54;2786.3;0.14067
15;10000;desc;55;2725.7;0.13938
15;10000;desc;56;2665.2;0.13786
15;10000;desc;57;2604.6;0.13600
15;10000;desc;58;2544.0;0.13392
15;10000;desc;59;2483.5;0.13131
15;10000;desc;60;2422.9;0.12934
15;10000;desc;61;2362.3;0.12793
15;10000;desc;62;2301.7;0.12616
15;10000;desc;63;2241.2;0.12476
15;10000;desc;64;2180.6;0.12296
15;10000;desc;65;2120.0;0.12101
15;10000;desc;66;2059.5;0.11878
15;10000;desc;67;1998.9;0.11694
15;10000;desc;68;1938.3;0.11371
15;10000;desc;69;1877.7;0.11234
15;10000;desc;70;1817.2;0.11161
15;10000;desc;71;1756.6;0.10906
15;10000;desc;72;1696.0;0.10570
15;10000;desc;73;1635.4;0.10429
15;10000;desc;74;1574.9;0.10322
15;10000;desc;75;1514.3;0.10012
15;10000;desc;76;1453.7;0.09734
15;10000;desc;77;1393.2;0.09561
15;10000;desc;78;1332.6;0.09406
15;10000;desc;79;1272.0;0.09116
15;10000;desc;80;1211.4;0.08862
15;10000;desc;81;1150.9;0.08713
15;10000;desc;82;1090.3;0.08556
15;10000;desc;83;1029.7;0.08311
15;10000;desc;84;969.2;0.08049
15;10000;desc;85;908.6;0.07707
15;10000;desc;86;848.0;0.07508
15;10000;desc;87;787.4;0.07335
15;10000;desc;88;726.9;0.07059
15;10000;desc;89;666.3;0.06663
15;10000;desc;90;605.7;0.06446
15;10000;desc;91;545.1;0.06272
15;10000;desc;92;484.6;0.06044
15;10000;desc;93;424.0;0.05763
15;10000;desc;94;363.4;0.05470
15;10000;desc;95;302.9;0.05230
15;10000;desc;96;242.3;0.04948
15;10000;desc;97;181.7;0.04606
15;10000;desc;98;121.1;0.04279
15;10000;desc;99;60.6;0.04106
15;10000;desc;100;0.0;0.03931
15;10000;desc;101;-60.6;0.03476
15;10000;desc;102;-121.1;0.03189
15;10000;desc;103;-181.7;0.02845
15;10000;desc;104;-242.3;0.02356
15;10000;desc;105;-302.9;0.01968
15;10000;desc;106;-363.4;0.01600
15;10000;desc;107;-424.0;0.01205
15;10000;desc;108;-484.6;0.00699
15;10000;desc;109;-545.1;0.00220
15;10000;desc;110;-605.7;-0.00249
15;10000;desc;111;-666.3;-0.00749
15;10000;desc;112;-726.9;-0.01369
15;10000;desc;113;-787.4;-0.01860
15;10000;desc;114;-848.0;-0.02368
15;10000;desc;115;-908.6;-0.02915
15;10000;desc;116;-969.2;-0.03390
15;10000;desc;117;-1029.7;-0.03768
15;10000;desc;118;-1090.3;-0.04277
15;10000;desc;119;-1150.9;-0.04595
15;10000;desc;120;-1211.4;-0.04921
15;10000;desc;121;-1272.0;-0.05415
15;10000;desc;122;-1332.6;-0.05812
15;10000;desc;123;-1393.2;-0.06255
15;10000;desc;124;-1453.7;-0.06512
15;10000;desc;125;-1514.3;-0.06867
15;10000;desc;126;-1574.9;-0.07240
15;10000;desc;127;-1635.4;-0.07588
15;10000;desc;128;-1696.0;-0.07869
15;10000;desc;129;-1756.6;-0.08135
15;10000;desc;130;-1817.2;-0.08423
15;10000;desc;131;-1877.7;-0.08713
15;10000;desc;132;-1938.3;-0.09017
15;10000;desc;133;-1998.9;-0.09263
15;10000;desc;134;-2059.5;-0.09498
15;10000;desc;135;-2120.0;-0.09818
15;10000;desc;136;-2180.6;-0.10080
15;10000;desc;137;-2241.2;-0.10244
15;10000;desc;138;-2301.7;-0.10454
15;10000;desc;139;-2362.3;-0.10707
15;10000;desc;140;-2422.9;-0.10927
15;10000;desc;141;-2483.5;-0.11179
15;10000;desc;142;-2544.0;-0.11491
15;10000;desc;143;-2604.6;-0.11712
15;10000;desc;144;-2665.2;-0.11867
15;10000;desc;145;-2725.7;-0.12039
15;10000;desc;146;-2786.3;-0.12278
15;10000;desc;147;-2846.9;-0.12613
15;10000;desc;148;-2907.5;-0.12934
15;10000;desc;149;-2968.0;-0.13130
15;10000;desc;150;-3028.6;-0.13277
15;10000;desc;151;-3089.2;-0.13426
15;10000;desc;152;-3149.8;-0.13564
15;10000;desc;153;-3210.3;-0.13830
15;10000;desc;154;-3270.9;-0.14111
15;10000;desc;155;-3331.5;-0.14276
15;10000;desc;156;-3392.0;-0.14425
15;10000;desc;157;-3452.6;-0.14608
15;10000;desc;158;-3513.2;-0.14811
15;10000;desc;159;-3573.8;-0.15012
15;10000;desc;160;-3634.3;-0.15276
15;10000;desc;161;-3694.9;-0.15522
15;10000;desc;162;-3755.5;-0.15706
15;10000;desc;163;-3816.0;-0.15833
15;10000;desc;164;-3876.6;-0.15943
15;10000;desc;165;-3937.2;-0.16149
15;10000;desc;166;-3997.8;-0.16371
15;10000;desc;167;-4058.3;-0.16572
15;10000;desc;168;-4118.9;-0.16714
15;10000;desc;169;-4179.5;-0.16860
15;10000;desc;170;-4240.0;-0.16961
15;10000;desc;171;-4300.6;-0.17197
15;10000;desc;172;-4361.2;-0.17426
15;10000;desc;173;-4421.8;-0.17603
15;10000;desc;174;-4482.3;-0.17748
15;10000;desc;175;-4542.9;-0.17908
15;10000;desc;176;-4603.5;-0.18136
15;10000;desc;177;-4664.1;-0.18323
15;10000;desc;178;-4724.6;-0.18451
15;10000;desc;179;-4785.2;-0.18559
15;10000;desc;180;-4845.8;-0.18680
15;10000;desc;181;-4906.3;-0.18916
15;10000;desc;182;-4966.9;-0.19066
15;10000;desc;183;-5027.5;-0.19126
15;10000;desc;184;-5088.1;-0.19253
15;10000;desc;185;-5148.6;-0.19485
15;10000;desc;186;-5209.2;-0.19609
15;10000;desc;187;-5269.8;-0.19771
15;10000;desc;188;-5330.3;-0.19964
15;10000;desc;189;-5390.9;-0.20089
15;10000;desc;190;-5451.5;-0.20199
15;10000;desc;191;-5512.1;-0.20349
15;10000;desc;192;-5572.6;-0.20498
15;10000;desc;193;-5633.2;-0.20583
15;10000;desc;194;-5693.8;-0.20641
15;10000;desc;195;-5754.4;-0.20795
15;10000;desc;196;-5814.9;-0.20965
15;10000;desc;197;-5875.5;-0.21265
15;10000;desc;198;-5936.1;-0.21423
15;10000;desc;199;-5996.6;-0.21554
15;10000;desc;200;-6057.2;-0.21645
15;10000;asc;0;-6057.2;-0.21645
15;10000;asc;1;-5996.6;-0.21609
15;10000;asc;2;-5936.1;-0.21490
15;10000;asc;3;-5875.5;-0.21349
15;10000;asc;4;-5814.9;-0.21103
15;10000;asc;5;-5754.4;-0.20986
15;10000;asc;6;-5693.8;-0.20887
15;10000;asc;7;-5633.2;-0.20837
15;10000;asc;8;-5572.6;-0.20791
15;10000;asc;9;-5512.1;-0.20704
15;10000;asc;10;-5451.5;-0.20578
15;10000;asc;11;-5390.9;-0.20436
15;10000;asc;12;-5330.3;-0.20293
15;10000;asc;13;-5269.8;-0.20210
15;10000;asc;14;-5209.2;-0.20128
15;10000;asc;15;-5148.6;-0.20042
15;10000;asc;16;-5088.1;-0.19897
15;10000;asc;17;-5027.5;-0.19756
15;10000;asc;18;-4966.9;-0.19597
15;10000;asc;19;-4906.3;-0.19458
15;10000;asc;20;-4845.8;-0.19360
15;10000;asc;21;-4785.2;-0.19232
15;10000;asc;22;-4724.6;-0.18989
15;10000;asc;23;-4664.1;-0.18782
15;10000;asc;24;-4603.5;-0.18700
15;10000;asc;25;-4542.9;-0.18517
15;10000;asc;26;-4482.3;-0.18349
15;10000;asc;27;-4421.8;-0.18255
15;10000;asc;28;-4361.2;-0.18051
15;10000;asc;29;-4300.6;-0.17877
15;10000;asc;30;-4240.0;-0.17706
15;10000;asc;31;-4179.5;-0.17587
15;10000;asc;32;-4118.9;-0.17472
15;10000;asc;33;-4058.3;-0.17325
15;10000;asc;34;-3997.8;-0.17180
15;10000;asc;35;-3937.2;-0.17068
15;10000;asc;36;-3876.6;-0.16930
15;10000;asc;37;-3816.0;-0.16736
15;10000;asc;38;-3755.5;-0.16547
15;10000;asc;39;-3694.9;-0.16348
15;10000;asc;40;-3634.3;-0.16146
15;10000;asc;41;-3573.8;-0.16000
15;10000;asc;42;-3513.2;-0.15901
15;10000;asc;43;-3452.6;-0.15787
15;10000;asc;44;-3392.0;-0.15652
15;10000;asc;45;-3331.5;-0.15511
15;10000;asc;46;-3270.9;-0.15348
15;10000;asc;47;-3210.3;-0.15183
15;10000;asc;48;-3149.8;-0.15063
15;10000;asc;49;-3089.2;-0.14840
15;10000;asc;50;-3028.6;-0.14538
15;10000;asc;51;-2968.0;-0.14317
15;10000;asc;52;-2907.5;-0.14182
15;10000;asc;53;-2846.9;-0.14078
15;10000;asc;54;-2786.3;-0.13931
15;10000;asc;55;-2725.7;-0.13759
15;10000;asc;56;-2665.2;-0.13551
15;10000;asc;57;-2604.6;-0.13319
15;10000;asc;58;-2544.0;-0.13014
15;10000;asc;59;-2483.5;-0.12762
15;10000;asc;60;-2422.9;-0.12667
15;10000;asc;61;-2362.3;-0.12511
15;10000;asc;62;-2301.7;-0.12336
15;10000;asc;63;-2241.2;-0.12200
15;10000;asc;64;-2180.6;-0.12066
15;10000;asc;65;-2120.0;-0.11902
15;10000;asc;66;-2059.5;-0.11690
15;10000;asc;67;-1998.9;-0.11438
15;10000;asc;68;-1938.3;-0.11229
15;10000;asc;69;-1877.7;-0.11038
15;10000;asc;70;-1817.2;-0.10806
15;10000;asc;71;-1756.6;-0.10566
15;10000;asc;72;-1696.0;-0.10394
15;10000;asc;73;-1635.4;-0.10321
15;10000;asc;74;-1574.9;-0.10199
15;10000;asc;75;-1514.3;-0.09823
15;10000;asc;76;-1453.7;-0.09618
15;10000;asc;77;-1393.2;-0.09374
15;10000;asc;78;-1332.6;-0.09077
15;10000;asc;79;-1272.0;-0.08837
15;10000;asc;80;-1211.4;-0.08730
15;10000;asc;81;-1150.9;-0.08567
15;10000;asc;82;-1090.3;-0.08259
15;10000;asc;83;-1029.7;-0.08006
15;10000;asc;84;-969.2;-0.07704
15;10000;asc;85;-908.6;-0.07495
15;10000;asc;86;-848.0;-0.07339
15;10000;asc;87;-787.4;-0.07077
15;10000;asc;88;-726.9;-0.06722
15;10000;asc;89;-666.3;-0.06517
15;10000;asc;90;-605.7;-0.06285
15;10000;asc;91;-545.1;-0.05954
15;10000;asc;92;-484.6;-0.05763
15;10000;asc;93;-424.0;-0.05676
15;10000;asc;94;-363.4;-0.05451
15;10000;asc;95;-302.9;-0.04866
15;10000;asc;96;-242.3;-0.04455
15;10000;asc;97;-181.7;-0.04106
15;10000;asc;98;-121.1;-0.03846
15;10000;asc;99;-60.6;-0.03528
15;10000;asc;100;0.0;-0.03221
15;10000;asc;101;60.6;-0.03069
15;10000;asc;102;121.1;-0.02846
15;10000;asc;103;181.7;-0.02051
15;10000;asc;104;242.3;-0.01545
15;10000;asc;105;302.9;-0.01215
15;10000;asc;106;363.4;-0.00790
15;10000;asc;107;424.0;-0.00260
15;10000;asc;108;484.6;0.00169
15;10000;asc;109;545.1;0.00643
15;10000;asc;110;605.7;0.01236
15;10000;asc;111;666.3;0.01679
15;10000;asc;112;726.9;0.02199
15;10000;asc;113;787.4;0.02734
15;10000;asc;114;848.0;0.03226
15;10000;asc;115;908.6;0.03678
15;10000;asc;116;969.2;0.04094
15;10000;asc;117;1029.7;0.04482
15;10000;asc;118;1090.3;0.04934
15;10000;asc;119;1150.9;0.05395
15;10000;asc;120;1211.4;0.05618
15;10000;asc;121;1272.0;0.05987
15;10000;asc;122;1332.6;0.06371
15;10000;asc;123;1393.2;0.06707
15;10000;asc;124;1453.7;0.07024
15;10000;asc;125;1514.3;0.07364
15;10000;asc;126;1574.9;0.07700
15;10000;asc;127;1635.4;0.07935
15;10000;asc;128;1696.0;0.08239
15;10000;asc;129;1756.6;0.08633
15;10000;asc;130;1817.2;0.08925
15;10000;asc;131;1877.7;0.09213
15;10000;asc;132;1938.3;0.09472
15;10000;asc;133;1998.9;0.09748
15;10000;asc;134;2059.5;0.09904
15;10000;asc;135;2120.0;0.10209
15;10000;asc;136;2180.6;0.10623
15;10000;asc;137;2241.2;0.10898
15;10000;asc;138;2301.7;0.11087
15;10000;asc;139;2362.3;0.11268
15;10000;asc;140;2422.9;0.11451
15;10000;asc;141;2483.5;0.11659
15;10000;asc;142;2544.0;0.11886
15;10000;asc;143;2604.6;0.12129
15;10000;asc;144;2665.2;0.12403
15;10000;asc;145;2725.7;0.12636
15;10000;asc;146;2786.3;0.12791
15;10000;asc;147;2846.9;0.12939
15;10000;asc;148;2907.5;0.13154
15;10000;asc;149;2968.0;0.13422
15;10000;asc;150;3028.6;0.13625
15;10000;asc;151;3089.2;0.13837
15;10000;asc;152;3149.8;0.14057
15;10000;asc;153;3210.3;0.14207
15;10000;asc;154;3270.9;0.14384
15;10000;asc;155;3331.5;0.14558
15;10000;asc;156;3392.0;0.14694
15;10000;asc;157;3452.6;0.14981
15;10000;asc;158;3513.2;0.15286
15;10000;asc;159;3573.8;0.15361
15;10000;asc;160;3634.3;0.15452
15;10000;asc;161;3694.9;0.15651
15;10000;asc;162;3755.5;0.15847
15;10000;asc;163;3816.0;0.16012
15;10000;asc;164;3876.6;0.16192
15;10000;asc;165;3937.2;0.16377
15;10000;asc;166;3997.8;0.16540
15;10000;asc;167;4058.3;0.16728
15;10000;asc;168;4118.9;0.16940
15;10000;asc;169;4179.5;0.17060
15;10000;asc;170;4240.0;0.17191
15;10000;asc;171;4300.6;0.17385
15;10000;asc;172;4361.2;0.17521
15;10000;asc;173;4421.8;0.17669
15;10000;asc;174;4482.3;0.17808
15;10000;asc;175;4542.9;0.17877
15;10000;asc;176;4603.5;0.17938
15;10000;asc;177;4664.1;0.18103
15;10000;asc;178;4724.6;0.18356
15;10000;asc;179;4785.2;0.18537
15;10000;asc;180;4845.8;0.18715
15;10000;asc;181;4906.3;0.18926
15;10000;asc;182;4966.9;0.19111
15;10000;asc;183;5027.5;0.19308
15;10000;asc;184;5088.1;0.19407
15;10000;asc;185;5148.6;0.19516
15;10000;asc;186;5209.2;0.19602
15;10000;asc;187;5269.8;0.19823
15;10000;asc;188;5330.3;0.19937
15;10000;asc;189;5390.9;0.20005
15;10000;asc;190;5451.5;0.20200
15;10000;asc;191;5512.1;0.20362
15;10000;asc;192;5572.6;0.20485
15;10000;asc;193;5633.2;0.20676
15;10000;asc;194;5693.8;0.20900
15;10000;asc;195;5754.4;0.21073
15;10000;asc;196;5814.9;0.21227
15;10000;asc;197;5875.5;0.21412
15;10000;asc;198;5936.1;0.21514
15;10000;asc;199;5996.6;0.21636
15;10000;asc;200;6057.2;0.21871
10;10000;desc;0;6086.0;0.27290
10;10000;desc;1;6025.2;0.27157
10;10000;desc;2;5964.3;0.26969
10;10000;desc;3;5903.5;0.26830
10;10000;desc;4;5842.6;0.26691
10;10000;desc;5;5781.7;0.26530
10;10000;desc;6;5720.9;0.26364
10;10000;desc;7;5660.0;0.26182
10;10000;desc;8;5599.2;0.25993
10;10000;desc;9;5538.3;0.25878
10;10000;desc;10;5477.4;0.25788
10;10000;desc;11;5416.6;0.25638
10;10000;desc;12;5355.7;0.25474
10;10000;desc;13;5294.9;0.25341
10;10000;desc;14;5234.0;0.25222
10;10000;desc;15;5173.1;0.24982
10;10000;desc;16;5112.3;0.24773
10;10000;desc;17;5051.4;0.24627
10;10000;desc;18;4990.6;0.24465
10;10000;desc;19;4929.7;0.24291
10;10000;desc;20;4868.8;0.24130
10;10000;desc;21;4808.0;0.23981
10;10000;desc;22;4747.1;0.23880
10;10000;desc;23;4686.3;0.23621
10;10000;desc;24;4625.4;0.23443
10;10000;desc;25;4564.5;0.23309
10;10000;desc;26;4503.7;0.23056
10;10000;desc;27;4442.8;0.22840
10;10000;desc;28;4382.0;0.22649
10;10000;desc;29;4321.1;0.22512
10;10000;desc;30;4260.2;0.22448
10;10000;desc;31;4199.4;0.22342
10;10000;desc;32;4138.5;0.22053
10;10000;desc;33;4077.7;0.21823
10;10000;desc;34;4016.8;0.21564
10;10000;desc;35;3955.9;0.21360
10;10000;desc;36;3895.1;0.21263
10;10000;desc;37;3834.2;0.21003
10;10000;desc;38;3773.3;0.20784
10;10000;desc;39;3712.5;0.20606
10;10000;desc;40;3651.6;0.20456
10;10000;desc;41;3590.8;0.20276
10;10000;desc;42;3529.9;0.20068
10;10000;desc;43;3469.0;0.19859
10;10000;desc;44;3408.2;0.19648
10;10000;desc;45;3347.3;0.19440
10;10000;desc;46;3286.5;0.19263
10;10000;desc;47;3225.6;0.19122
10;10000;desc;48;3164.7;0.18974
10;10000;desc;49;3103.9;0.18744
10;10000;desc;50;3043.0;0.18574
10;10000;desc;51;2982.2;0.18310
10;10000;desc;52;2921.3;0.18164
10;10000;desc;53;2860.4;0.17905
10;10000;desc;54;2799.6;0.17663
10;10000;desc;55;2738.7;0.17556
10;10000;desc;56;2677.9;0.17315
10;10000;desc;57;2617.0;0.17010
10;10000;desc;58;2556.1;0.16810
10;10000;desc;59;2495.3;0.16596
10;10000;desc;60;2434.4;0.16334
10;10000;desc;61;2373.6;0.16131
10;10000;desc;62;2312.7;0.16006
10;10000;desc;63;2251.8;0.15830
10;10000;desc;64;2191.0;0.15530
10;10000;desc;65;2130.1;0.15212
10;10000;desc;66;2069.3;0.15044
10;10000;desc;67;2008.4;0.14739
10;10000;desc;68;1947.5;0.14491
10;10000;desc;69;1886.7;0.14197
10;10000;desc;70;1825.8;0.13983
10;10000;desc;71;1765.0;0.13809
10;10000;desc;72;1704.1;0.13649
10;10000;desc;73;1643.2;0.13190
10;10000;desc;74;1582.4;0.12976
10;10000;desc;75;1521.5;0.12785
10;10000;desc;76;1460.7;0.12554
10;10000;desc;77;1399.8;0.12306
10;10000;desc;78;1338.9;0.11927
10;10000;desc;79;1278.1;0.11633
10;10000;desc;80;1217.2;0.11421
10;10000;desc;81;1156.3;0.11202
10;10000;desc;82;1095.5;0.10968
10;10000;desc;83;1034.6;0.10661
10;10000;desc;84;973.8;0.10349
